"","X","Doses","dose1","dose2","dose3","E40","c0.1","c11.99","c12.01","c23.99","c24.1","c35.99","c36.1","c47.99","c48.1","c59.99","c60.1","c71.99","c72.1","flagged","B=b1d1+b2d2+b3d3"
"679",679,"5.4,5.3,5.2",5.4,5.3,5.2,1,15.149,5.8233,5.7894,2.6041,17.4331,5.4525,5.414,2.1184,16.6585,4.4543,4.419,1.5806,1.5685,1,1.42446863807178
"680",680,"5.2,4.3,4.3",5.2,4.3,4.3,0.9978,14.5879,5.6076,5.575,2.5076,14.5363,4.5903,4.558,1.7879,13.8113,3.7011,3.6718,1.3175,1.3076,1,1.35908890722297
"681",681,"5.2,3.3,0",5.2,3.3,0,0.98,14.5879,5.6076,5.575,2.5076,11.7353,3.7689,3.7424,1.4744,1.464,0.5812,0.5773,0.2502,0.2487,0,1.33428075664464
"682",682,"5.2,4.9,4.9",5.2,4.9,4.9,0.9998,14.5879,5.6076,5.575,2.5076,16.2169,5.0832,5.0473,1.9761,15.6775,4.1904,4.1573,1.4873,1.476,1,1.36870288408185
"683",683,"5.2,4.9,0",5.2,4.9,0,0.9994,14.5879,5.6076,5.575,2.5076,16.2169,5.0832,5.0473,1.9761,1.962,0.7689,0.7636,0.3224,0.3205,1,1.35565870423752
"684",684,"5.2,4.6,4.1",5.2,4.6,4.1,0.999,14.5879,5.6076,5.575,2.5076,15.3766,4.8368,4.8026,1.882,13.3448,3.5966,3.5683,1.2835,1.2739,1,1.36256485689279
"685",685,"5.2,3.2,0",5.2,3.2,0,0.9769,14.5879,5.6076,5.575,2.5076,11.4552,3.6867,3.6609,1.443,1.4329,0.5695,0.5656,0.2456,0.2442,0,1.33294463492009
"686",686,"5.2,3.9,3.8",5.2,3.9,3.8,0.9936,14.5879,5.6076,5.575,2.5076,13.4158,4.2617,4.2317,1.6625,12.2872,3.305,3.279,1.1806,1.1717,1,1.35241338156513
"687",687,"5.2,4,3.4",5.2,4,3.4,0.9948,14.5879,5.6076,5.575,2.5076,13.696,4.3439,4.3133,1.6939,11.1987,3.0374,3.0136,1.09,1.0819,1,1.35268467228198
"688",688,"5.2,3.8,3.1",5.2,3.8,3.1,0.992,14.5879,5.6076,5.575,2.5076,13.1358,4.1796,4.1502,1.6312,10.2967,2.8045,2.7825,1.0097,1.0022,1,1.3492138055771
"689",689,"5.2,3.7,0",5.2,3.7,0,0.9901,14.5879,5.6076,5.575,2.5076,12.8557,4.0974,4.0686,1.5998,1.5885,0.6281,0.6239,0.2682,0.2667,1,1.33962524354286
"690",690,"5.2,0,0",5.2,0,0,0.9465,14.5879,5.6076,5.575,2.5076,2.4919,1.058,1.051,0.4396,0.4367,0.1941,0.193,0.1011,0.1007,0,1.29018873973433
"691",691,"5.3,3.3,3.2",5.3,3.3,3.2,0.9859,14.8685,5.7154,5.6822,2.5558,11.7832,3.7892,3.7626,1.4828,10.4294,2.8194,2.7973,1.0128,1.0053,1,1.36761072662421
"692",692,"5.3,4.5,4.4",5.3,4.5,4.4,0.9992,14.8685,5.7154,5.6822,2.5558,15.1444,4.775,4.7413,1.8591,14.1618,3.7981,3.7681,1.3523,1.3421,1,1.38683868034198
"693",693,"5.3,4.3,0",5.3,4.3,0,0.9983,14.8685,5.7154,5.6822,2.5558,14.5842,4.6107,4.5782,1.7964,1.7837,0.7022,0.6974,0.2973,0.2955,1,1.37245329580816
"694",694,"5.4,5.3,4.1",5.4,5.3,4.1,1,15.149,5.8233,5.7894,2.6041,17.4331,5.4525,5.414,2.1184,13.5795,3.6862,3.6572,1.319,1.3091,1,1.42154035280061
"695",695,"5.3,4.6,0",5.3,4.6,0,0.9992,14.8685,5.7154,5.6822,2.5558,15.4245,4.8571,4.8229,1.8905,1.8771,0.7374,0.7324,0.3108,0.309,1,1.37646166098182
"696",696,"5.3,4.6,0",5.3,4.6,0,0.9992,14.8685,5.7154,5.6822,2.5558,15.4245,4.8571,4.8229,1.8905,1.8771,0.7374,0.7324,0.3108,0.309,1,1.37646166098182
"697",697,"5.3,4.5,4.2",5.3,4.5,4.2,0.9992,14.8685,5.7154,5.6822,2.5558,15.1444,4.775,4.7413,1.8591,13.602,3.6584,3.6296,1.3047,1.2949,1,1.38630626483813
"698",698,"5.3,5.3,0",5.3,5.3,0,0.9998,14.8685,5.7154,5.6822,2.5558,17.3852,5.4321,5.3938,2.11,2.095,0.8195,0.8139,0.3424,0.3404,1,1.38581451305371
"699",699,"5.3,3.2,0",5.3,3.2,0,0.9835,14.8685,5.7154,5.6822,2.5558,11.5031,3.707,3.6811,1.4515,1.4412,0.5732,0.5693,0.2476,0.2462,1,1.35775595683805
"700",700,"5.3,3.4,0",5.3,3.4,0,0.9881,14.8685,5.7154,5.6822,2.5558,12.0633,3.8713,3.8442,1.5142,1.5035,0.5967,0.5926,0.2566,0.2552,1,1.36042820028716
"701",701,"5.3,3.2,0",5.3,3.2,0,0.9835,14.8685,5.7154,5.6822,2.5558,11.5031,3.707,3.6811,1.4515,1.4412,0.5732,0.5693,0.2476,0.2462,1,1.35775595683805
"702",702,"5.3,3.8,3.5",5.3,3.8,3.5,0.9946,14.8685,5.7154,5.6822,2.5558,13.1837,4.1999,4.1704,1.6396,11.4248,3.0875,3.0633,1.1067,1.0984,1,1.37508995850276
"703",703,"5.3,5.2,3.7",5.3,5.2,3.7,0.9999,14.8685,5.7154,5.6822,2.5558,17.1051,5.35,5.3122,2.0786,12.4204,3.3914,3.3648,1.2175,1.2084,1,1.39432807815038
"704",704,"5.3,4.6,0",5.3,4.6,0,0.9992,14.8685,5.7154,5.6822,2.5558,15.4245,4.8571,4.8229,1.8905,1.8771,0.7374,0.7324,0.3108,0.309,1,1.37646166098182
"705",705,"5.3,0,0",5.3,0,0,0.956,14.8685,5.7154,5.6822,2.5558,2.5398,1.0784,1.0713,0.448,0.4451,0.1978,0.1967,0.103,0.1026,0,1.31500006165229
"706",706,"5.4,5.3,4.9",5.4,5.3,4.9,1,15.149,5.8233,5.7894,2.6041,17.4331,5.4525,5.414,2.1184,15.8188,4.2448,4.2113,1.5092,1.4978,1,1.42367001481601
"707",707,"5.4,5.2,5",5.4,5.2,5,1,15.149,5.8233,5.7894,2.6041,17.1531,5.3703,5.3324,2.0871,16.0676,4.3029,4.2689,1.5285,1.5169,1,1.42260010084338
"708",708,"5.4,3.3,0",5.4,3.3,0,0.9901,15.149,5.8233,5.7894,2.6041,11.8311,3.8095,3.7828,1.4913,1.4808,0.5887,0.5847,0.254,0.2526,1,1.38390340048058
"709",709,"5.4,4.5,0",5.4,4.5,0,0.9993,15.149,5.8233,5.7894,2.6041,15.1923,4.7953,4.7615,1.8676,1.8543,0.7294,0.7244,0.3082,0.3064,1,1.39993686117524
"710",710,"5.4,4.3,4.1",5.4,4.3,4.1,0.999,15.149,5.8233,5.7894,2.6041,14.6321,4.631,4.5984,1.8049,13.2682,3.5689,3.5407,1.2739,1.2643,1,1.40817913555506
"711",711,"5.4,4.3,3.8",5.4,4.3,3.8,0.9989,15.149,5.8233,5.7894,2.6041,14.6321,4.631,4.5984,1.8049,12.4285,3.3594,3.333,1.2026,1.1935,1,1.40738051229928
"712",712,"5.5,5.4,4.9",5.5,5.4,4.9,1,15.4296,5.9311,5.8967,2.6523,17.7612,5.555,5.5157,2.1582,15.8583,4.2602,4.2266,1.5157,1.5042,1,1.44981745845853
"713",713,"5.4,5,3.2",5.4,5,3.2,0.9998,15.149,5.8233,5.7894,2.6041,16.5929,5.206,5.1693,2.0244,10.967,3.0225,2.9989,1.0915,1.0835,1,1.41513611785962
"714",714,"5.4,5.2,4.8",5.4,5.2,4.8,1,15.149,5.8233,5.7894,2.6041,17.1531,5.3703,5.3324,2.0871,15.5078,4.1632,4.1304,1.4809,1.4697,1,1.42206768533953
"715",715,"5.4,3.1,0",5.4,3.1,0,0.9863,15.149,5.8233,5.7894,2.6041,11.2709,3.6453,3.6197,1.4286,1.4185,0.5652,0.5614,0.245,0.2436,1,1.38123115703147
"716",716,"5.4,3.2,0",5.4,3.2,0,0.9883,15.149,5.8233,5.7894,2.6041,11.551,3.7274,3.7013,1.4599,1.4496,0.5769,0.5731,0.2495,0.2481,1,1.38256727875602
"717",717,"5.4,4.1,4",5.4,4.1,4,0.9983,15.149,5.8233,5.7894,2.6041,14.0719,4.4667,4.4353,1.7421,12.9261,3.4756,3.4482,1.2411,1.2317,1,1.40524068435402
"718",718,"5.4,3.5,0",5.4,3.5,0,0.9932,15.149,5.8233,5.7894,2.6041,12.3913,3.9738,3.9459,1.554,1.543,0.6121,0.608,0.2631,0.2616,1,1.38657564392969
"719",719,"5.4,3.9,3.2",5.4,3.9,3.2,0.9971,15.149,5.8233,5.7894,2.6041,13.5117,4.3024,4.2722,1.6794,10.6246,2.8935,2.8709,1.0419,1.0341,1,1.40043877888951
"720",720,"5.4,4,3.9",5.4,4,3.9,0.9978,15.149,5.8233,5.7894,2.6041,13.7918,4.3846,4.3537,1.7108,12.615,3.394,3.3673,1.2128,1.2037,1,1.40363835487754
"721",721,"5.4,4,3.2",5.4,4,3.2,0.9977,15.149,5.8233,5.7894,2.6041,13.7918,4.3846,4.3537,1.7108,10.6557,2.9053,2.8825,1.0464,1.0386,1,1.40177490061407
"722",722,"5.4,3.7,3.1",5.4,3.7,3.1,0.9955,15.149,5.8233,5.7894,2.6041,12.9515,4.1381,4.1091,1.6167,10.2824,2.8002,2.7783,1.0091,1.0016,1,1.39750032768848
"723",723,"5.4,4.4,3.8",5.4,4.4,3.8,0.9992,15.149,5.8233,5.7894,2.6041,14.9123,4.7132,4.68,1.8362,12.4597,3.3711,3.3446,1.2071,1.198,1,1.40871663402384
"724",724,"5.4,5.1,0",5.4,5.1,0,0.9998,15.149,5.8233,5.7894,2.6041,16.873,5.2882,5.2508,2.0557,2.0411,0.7998,0.7943,0.3353,0.3334,1,1.40795359152257
"725",725,"5.4,4.9,4.2",5.4,4.9,4.2,0.9998,15.149,5.8233,5.7894,2.6041,16.3127,5.1239,5.0877,1.993,13.7349,3.7091,3.6799,1.3248,1.3148,1,1.41646207365431
"726",726,"5.4,5,4.2",5.4,5,4.2,0.9999,15.149,5.8233,5.7894,2.6041,16.5929,5.206,5.1693,2.0244,13.7661,3.7208,3.6915,1.3293,1.3193,1,1.41779819537887
"727",727,"5.4,3.1,0",5.4,3.1,0,0.9863,15.149,5.8233,5.7894,2.6041,11.2709,3.6453,3.6197,1.4286,1.4185,0.5652,0.5614,0.245,0.2436,1,1.38123115703147
"728",728,"5.4,4.7,0",5.4,4.7,0,0.9996,15.149,5.8233,5.7894,2.6041,15.7526,4.9596,4.9246,1.9303,1.9166,0.7529,0.7477,0.3173,0.3154,1,1.40260910462435
"729",729,"5.4,5.4,5",5.4,5.4,5,1,15.149,5.8233,5.7894,2.6041,17.7133,5.5346,5.4955,2.1498,16.1298,4.3263,4.2922,1.5375,1.5259,1,1.42527234429249
"730",730,"5.4,4.3,4.1",5.4,4.3,4.1,0.999,15.149,5.8233,5.7894,2.6041,14.6321,4.631,4.5984,1.8049,13.2682,3.5689,3.5407,1.2739,1.2643,1,1.40817913555506
"731",731,"5.4,4.8,3.9",5.4,4.8,3.9,0.9997,15.149,5.8233,5.7894,2.6041,16.0326,5.0417,5.0062,1.9616,12.8641,3.4879,3.4605,1.2489,1.2395,1,1.41432732867398
"732",732,"5.4,3.1,0",5.4,3.1,0,0.9863,15.149,5.8233,5.7894,2.6041,11.2709,3.6453,3.6197,1.4286,1.4185,0.5652,0.5614,0.245,0.2436,1,1.38123115703147
"733",733,"5.4,4,3.2",5.4,4,3.2,0.9977,15.149,5.8233,5.7894,2.6041,13.7918,4.3846,4.3537,1.7108,10.6557,2.9053,2.8825,1.0464,1.0386,1,1.40177490061407
"734",734,"5.4,4.5,3.9",5.4,4.5,3.9,0.9994,15.149,5.8233,5.7894,2.6041,15.1923,4.7953,4.7615,1.8676,12.7707,3.4527,3.4255,1.2354,1.2261,1,1.41031896350032
"735",735,"5.4,4.8,3.2",5.4,4.8,3.2,0.9997,15.149,5.8233,5.7894,2.6041,16.0326,5.0417,5.0062,1.9616,10.9047,2.9991,2.9757,1.0825,1.0745,1,1.41246387441051
"736",736,"5.4,4.4,0",5.4,4.4,0,0.9991,15.149,5.8233,5.7894,2.6041,14.9123,4.7132,4.68,1.8362,1.8232,0.7177,0.7128,0.3037,0.3019,1,1.39860073945068
"737",737,"5.4,5.2,0",5.4,5.2,0,0.9999,15.149,5.8233,5.7894,2.6041,17.1531,5.3703,5.3324,2.0871,2.0722,0.8116,0.8059,0.3399,0.3378,1,1.40928971324712
"738",738,"5.4,3.9,3.8",5.4,3.9,3.8,0.9972,15.149,5.8233,5.7894,2.6041,13.5117,4.3024,4.2722,1.6794,12.304,3.3125,3.2864,1.1845,1.1756,1,1.40203602540106
"739",739,"5.4,4.1,0",5.4,4.1,0,0.9982,15.149,5.8233,5.7894,2.6041,14.0719,4.4667,4.4353,1.7421,1.7298,0.6825,0.6779,0.2902,0.2885,1,1.39459237427702
"740",740,"5.4,4.9,3.1",5.4,4.9,3.1,0.9998,15.149,5.8233,5.7894,2.6041,16.3127,5.1239,5.0877,1.993,10.656,2.941,2.918,1.0633,1.0554,1,1.41353378838314
"741",741,"5.4,3.9,0",5.4,3.9,0,0.9971,15.149,5.8233,5.7894,2.6041,13.5117,4.3024,4.2722,1.6794,1.6676,0.6591,0.6546,0.2811,0.2795,1,1.39192013082791
"742",742,"5.4,3.8,0",5.4,3.8,0,0.9964,15.149,5.8233,5.7894,2.6041,13.2316,4.2203,4.1906,1.6481,1.6364,0.6473,0.6429,0.2766,0.275,1,1.39058400910335
"743",743,"5.4,3.1,3.1",5.4,3.1,3.1,0.9864,15.149,5.8233,5.7894,2.6041,11.2709,3.6453,3.6197,1.4286,10.0956,2.7298,2.7084,0.982,0.9746,1,1.38948359734115
"744",744,"5.4,4.9,4.5",5.4,4.9,4.5,0.9999,15.149,5.8233,5.7894,2.6041,16.3127,5.1239,5.0877,1.993,14.5746,3.9185,3.8876,1.3961,1.3855,1,1.41726069691009
"745",745,"5.4,4.2,0",5.4,4.2,0,0.9986,15.149,5.8233,5.7894,2.6041,14.352,4.5489,4.5168,1.7735,1.7609,0.6942,0.6895,0.2947,0.293,1,1.39592849600157
"746",746,"5.4,4.6,4",5.4,4.6,4,0.9996,15.149,5.8233,5.7894,2.6041,15.4725,4.8775,4.8431,1.8989,13.0817,3.5342,3.5064,1.2637,1.2542,1,1.4119212929768
"747",747,"5.4,4.4,3.8",5.4,4.4,3.8,0.9992,15.149,5.8233,5.7894,2.6041,14.9123,4.7132,4.68,1.8362,12.4597,3.3711,3.3446,1.2071,1.198,1,1.40871663402384
"748",748,"5.4,0,0",5.4,0,0,0.9639,15.149,5.8233,5.7894,2.6041,2.5877,1.0987,1.0915,0.4565,0.4535,0.2016,0.2004,0.105,0.1046,0,1.33981138357026
"749",749,"5.4,4,3.2",5.4,4,3.2,0.9977,15.149,5.8233,5.7894,2.6041,13.7918,4.3846,4.3537,1.7108,10.6557,2.9053,2.8825,1.0464,1.0386,1,1.40177490061407
"750",750,"5.4,4.6,4.1",5.4,4.6,4.1,0.9996,15.149,5.8233,5.7894,2.6041,15.4725,4.8775,4.8431,1.8989,13.3616,3.6041,3.5757,1.2874,1.2777,1,1.41218750072872
"751",751,"5.5,4.9,3.7",5.5,4.9,3.7,0.9999,15.4296,5.9311,5.8967,2.6523,16.3607,5.1442,5.1079,2.0015,12.3438,3.3637,3.3373,1.2078,1.1988,1,1.43994235681266
"752",752,"5.5,4.3,3.9",5.5,4.3,3.9,0.9993,15.4296,5.9311,5.8967,2.6523,14.6801,4.6514,4.6186,1.8133,12.7168,3.4329,3.4059,1.2283,1.2191,1,1.43245804196918
"753",753,"5.5,4.9,4.1",5.5,4.9,4.1,0.9999,15.4296,5.9311,5.8967,2.6523,16.3607,5.1442,5.1079,2.0015,13.4634,3.643,3.6143,1.3029,1.2931,1,1.44100718782036
"754",754,"5.5,4.5,3.4",5.5,4.5,3.4,0.9996,15.4296,5.9311,5.8967,2.6523,15.2403,4.8157,4.7817,1.876,11.3796,3.1073,3.0829,1.1185,1.1101,1,1.43379924665866
"755",755,"5.5,4.1,4",5.5,4.1,4,0.9989,15.4296,5.9311,5.8967,2.6523,14.1198,4.4871,4.4555,1.7506,12.9345,3.4793,3.4519,1.243,1.2337,1,1.43005200627199
"756",756,"5.5,0,0",5.5,0,0,0.9705,15.4296,5.9311,5.8967,2.6523,2.6357,1.119,1.1117,0.4649,0.4619,0.2053,0.2042,0.1069,0.1065,0,1.36462270548823
"757",757,"5.5,4.9,4.2",5.5,4.9,4.2,0.9999,15.4296,5.9311,5.8967,2.6523,16.3607,5.1442,5.1079,2.0015,13.7433,3.7128,3.6836,1.3267,1.3167,1,1.44127339557228
"758",758,"5.5,5.4,0",5.5,5.4,0,0.9999,15.4296,5.9311,5.8967,2.6523,17.7612,5.555,5.5157,2.1582,2.1429,0.8387,0.8329,0.3508,0.3487,1,1.4367732786142
"759",759,"5.5,4.9,4.4",5.5,4.9,4.4,0.9999,15.4296,5.9311,5.8967,2.6523,16.3607,5.1442,5.1079,2.0015,14.3032,3.8525,3.8221,1.3742,1.3639,1,1.44180581107613
"760",760,"5.5,4.7,4.2",5.5,4.7,4.2,0.9998,15.4296,5.9311,5.8967,2.6523,15.8005,4.9799,4.9448,1.9387,13.6811,3.6894,3.6603,1.3177,1.3077,1,1.43860115212317
"761",761,"5.5,5.3,3.3",5.5,5.3,3.3,0.9999,15.4296,5.9311,5.8967,2.6523,17.4811,5.4728,5.4342,2.1269,11.3487,3.1313,3.1068,1.1308,1.1224,1,1.44422201270317
"762",762,"5.5,4.9,3.4",5.5,4.9,3.4,0.9998,15.4296,5.9311,5.8967,2.6523,16.3607,5.1442,5.1079,2.0015,11.5041,3.1542,3.1295,1.1365,1.1281,1,1.43914373355688
"763",763,"5.5,5.4,0",5.5,5.4,0,0.9999,15.4296,5.9311,5.8967,2.6523,17.7612,5.555,5.5157,2.1582,2.1429,0.8387,0.8329,0.3508,0.3487,1,1.4367732786142
"764",764,"5.5,4.5,3.8",5.5,4.5,3.8,0.9996,15.4296,5.9311,5.8967,2.6523,15.2403,4.8157,4.7817,1.876,12.4992,3.3866,3.36,1.2135,1.2044,1,1.43486407766636
"765",765,"5.5,5.3,0",5.5,5.3,0,0.9999,15.4296,5.9311,5.8967,2.6523,17.4811,5.4728,5.4342,2.1269,2.1118,0.827,0.8213,0.3463,0.3443,1,1.43543715688964
"766",766,"5.6,5.1,4.3",5.6,5.1,4.3,1,15.7101,6.039,6.0039,2.7005,16.9688,5.3289,5.2913,2.0726,14.0939,3.8098,3.7798,1.3615,1.3512,1,1.46902316869128
"767",767,"5.6,4.5,3.4",5.6,4.5,3.4,0.9997,15.7101,6.039,6.0039,2.7005,15.2882,4.836,4.8019,1.8845,11.388,3.111,3.0866,1.1204,1.1121,1,1.45861056857663
"768",768,"5.6,4.8,3.6",5.6,4.8,3.6,0.9999,15.7101,6.039,6.0039,2.7005,16.1285,5.0824,5.0466,1.9785,12.0412,3.2859,3.2601,1.1815,1.1727,1,1.46315134925414
"769",769,"5.6,3.5,3.3",5.6,3.5,3.3,0.9969,15.7101,6.039,6.0039,2.7005,12.4872,4.0145,3.9864,1.5709,10.7968,2.9239,2.9009,1.0515,1.0436,1,1.44498314357915
"770",770,"5.6,5.1,0",5.6,5.1,0,0.9999,15.7101,6.039,6.0039,2.7005,16.9688,5.3289,5.2913,2.0726,2.0579,0.8073,0.8017,0.3392,0.3372,1,1.4575762353585
"771",771,"5.6,5.1,4.9",5.6,5.1,4.9,1,15.7101,6.039,6.0039,2.7005,16.9688,5.3289,5.2913,2.0726,15.7733,4.2288,4.1954,1.5041,1.4927,1,1.47062041520283
"772",772,"5.6,3.3,0",5.6,3.3,0,0.9953,15.7101,6.039,6.0039,2.7005,11.927,3.8502,3.8233,1.5082,1.4976,0.5961,0.5921,0.2579,0.2565,1,1.43352604431651
"773",773,"5.6,4.9,3.3",5.6,4.9,3.3,0.9999,15.7101,6.039,6.0039,2.7005,16.4086,5.1646,5.1282,2.0099,11.2325,3.0881,3.064,1.1147,1.1064,1,1.46368884772292
"774",774,"5.6,3.8,0",5.6,3.8,0,0.9984,15.7101,6.039,6.0039,2.7005,13.3275,4.261,4.231,1.665,1.6532,0.6548,0.6503,0.2805,0.2789,1,1.44020665293929
"775",775,"5.6,4.5,0",5.6,4.5,0,0.9997,15.7101,6.039,6.0039,2.7005,15.2882,4.836,4.8019,1.8845,1.8711,0.7369,0.7319,0.3121,0.3103,1,1.44955950501117
"776",776,"5.6,5.1,0",5.6,5.1,0,0.9999,15.7101,6.039,6.0039,2.7005,16.9688,5.3289,5.2913,2.0726,2.0579,0.8073,0.8017,0.3392,0.3372,1,1.4575762353585
"777",777,"5.6,5.2,4.6",5.6,5.2,4.6,1,15.7101,6.039,6.0039,2.7005,17.2489,5.411,5.3728,2.104,14.9647,4.031,3.9993,1.4373,1.4264,1,1.47115791367161
"778",778,"5.6,5.3,0",5.6,5.3,0,1,15.7101,6.039,6.0039,2.7005,17.529,5.4932,5.4544,2.1353,2.1202,0.8307,0.825,0.3483,0.3462,1,1.46024847880761
"779",779,"5.6,0,0",5.6,0,0,0.976,15.7101,6.039,6.0039,2.7005,2.6836,1.1394,1.1319,0.4734,0.4703,0.209,0.2079,0.1089,0.1084,0,1.3894340274062
"780",780,"5.6,4.3,0",5.6,4.3,0,0.9995,15.7101,6.039,6.0039,2.7005,14.728,4.6717,4.6388,1.8218,1.8089,0.7134,0.7086,0.3031,0.3013,1,1.44688726156206
"781",781,"5.6,5.4,3.6",5.6,5.4,3.6,1,15.7101,6.039,6.0039,2.7005,17.8091,5.5753,5.5359,2.1667,12.2279,3.3562,3.33,1.2086,1.1996,1,1.47116807960147
"782",782,"5.6,5.2,3.1",5.6,5.2,3.1,1,15.7101,6.039,6.0039,2.7005,17.2489,5.411,5.3728,2.104,10.7661,2.9836,2.9604,1.0807,1.0727,1,1.46716479739274
"783",783,"5.6,4.9,0",5.6,4.9,0,0.9999,15.7101,6.039,6.0039,2.7005,16.4086,5.1646,5.1282,2.0099,1.9956,0.7838,0.7784,0.3302,0.3283,1,1.45490399190939
"784",784,"5.6,5.3,0",5.6,5.3,0,1,15.7101,6.039,6.0039,2.7005,17.529,5.4932,5.4544,2.1353,2.1202,0.8307,0.825,0.3483,0.3462,1,1.46024847880761
"785",785,"5.6,4.4,3.8",5.6,4.4,3.8,0.9997,15.7101,6.039,6.0039,2.7005,15.0081,4.7539,4.7204,1.8531,12.4765,3.3786,3.352,1.211,1.2019,1,1.45833927785977
"786",786,"5.6,4,3.6",5.6,4,3.6,0.999,15.7101,6.039,6.0039,2.7005,13.8877,4.4253,4.3941,1.7277,11.7921,3.192,3.1669,1.1454,1.1368,1,1.4524623754577
"787",787,"5.6,4.3,0",5.6,4.3,0,0.9995,15.7101,6.039,6.0039,2.7005,14.728,4.6717,4.6388,1.8218,1.8089,0.7134,0.7086,0.3031,0.3013,1,1.44688726156206
"788",788,"5.6,5.3,5.2",5.6,5.3,5.2,1,15.7101,6.039,6.0039,2.7005,17.529,5.4932,5.4544,2.1353,16.6753,4.4617,4.4265,1.5844,1.5724,1,1.47409128190772
"789",789,"5.6,4.8,4.4",5.6,4.8,4.4,0.9999,15.7101,6.039,6.0039,2.7005,16.1285,5.0824,5.0466,1.9785,14.2804,3.8445,3.8142,1.3717,1.3613,1,1.46528101126954
"790",790,"5.6,4.6,0",5.6,4.6,0,0.9998,15.7101,6.039,6.0039,2.7005,15.5683,4.9181,4.8835,1.9158,1.9023,0.7486,0.7435,0.3166,0.3148,1,1.45089562673573
"791",791,"5.6,4.2,4.1",5.6,4.2,4.1,0.9994,15.7101,6.039,6.0039,2.7005,14.4478,4.5895,4.5572,1.7904,13.2539,3.5646,3.5365,1.2733,1.2637,1,1.45646565766644
"792",792,"5.6,5,4.3",5.6,5,4.3,1,15.7101,6.039,6.0039,2.7005,16.6887,5.2467,5.2097,2.0413,14.0628,3.7981,3.7682,1.3569,1.3467,1,1.46768704696673
"793",793,"5.6,4.5,3.8",5.6,4.5,3.8,0.9997,15.7101,6.039,6.0039,2.7005,15.2882,4.836,4.8019,1.8845,12.5076,3.3903,3.3637,1.2155,1.2064,1,1.45967539958433
"794",794,"5.6,5.2,3.2",5.6,5.2,3.2,1,15.7101,6.039,6.0039,2.7005,17.2489,5.411,5.3728,2.104,11.0461,3.0535,3.0296,1.1045,1.0963,1,1.46743100514466
"795",795,"5.6,4.6,3.2",5.6,4.6,3.2,0.9998,15.7101,6.039,6.0039,2.7005,15.5683,4.9181,4.8835,1.9158,10.8592,2.9831,2.9598,1.0774,1.0694,1,1.45941427479733
"796",796,"5.6,4.9,3.3",5.6,4.9,3.3,0.9999,15.7101,6.039,6.0039,2.7005,16.4086,5.1646,5.1282,2.0099,11.2325,3.0881,3.064,1.1147,1.1064,1,1.46368884772292
"797",797,"5.6,4.9,0",5.6,4.9,0,0.9999,15.7101,6.039,6.0039,2.7005,16.4086,5.1646,5.1282,2.0099,1.9956,0.7838,0.7784,0.3302,0.3283,1,1.45490399190939
"798",798,"5.6,4.9,4.3",5.6,4.9,4.3,0.9999,15.7101,6.039,6.0039,2.7005,16.4086,5.1646,5.1282,2.0099,14.0316,3.7864,3.7566,1.3524,1.3422,1,1.46635092524217
"799",799,"5.6,4.7,3.9",5.6,4.7,3.9,0.9999,15.7101,6.039,6.0039,2.7005,15.8484,5.0003,4.965,1.9472,12.8498,3.4836,3.4562,1.2483,1.2389,1,1.46261385078536
"800",800,"5.6,5.3,4.1",5.6,5.3,4.1,1,15.7101,6.039,6.0039,2.7005,17.529,5.4932,5.4544,2.1353,13.5963,3.6936,3.6646,1.3229,1.313,1,1.47116299663654
"801",801,"5.6,4.1,3.8",5.6,4.1,3.8,0.9992,15.7101,6.039,6.0039,2.7005,14.1677,4.5074,4.4757,1.759,12.3831,3.3434,3.3171,1.1974,1.1884,1,1.45433091268611
"802",802,"5.6,5.3,4.5",5.6,5.3,4.5,1,15.7101,6.039,6.0039,2.7005,17.529,5.4932,5.4544,2.1353,14.716,3.9729,3.9416,1.418,1.4073,1,1.47222782764424
"803",803,"5.6,4,3.1",5.6,4,3.1,0.999,15.7101,6.039,6.0039,2.7005,13.8877,4.4253,4.3941,1.7277,10.3926,2.8429,2.8206,1.0265,1.0189,1,1.45113133669808
"804",804,"5.6,4.6,3.2",5.6,4.6,3.2,0.9998,15.7101,6.039,6.0039,2.7005,15.5683,4.9181,4.8835,1.9158,10.8592,2.9831,2.9598,1.0774,1.0694,1,1.45941427479733
"805",805,"5.6,5.3,3",5.6,5.3,3,1,15.7101,6.039,6.0039,2.7005,17.529,5.4932,5.4544,2.1353,10.5174,2.9255,2.9028,1.0614,1.0536,1,1.46823471136537
"806",806,"5.6,3.6,0",5.6,3.6,0,0.9975,15.7101,6.039,6.0039,2.7005,12.7673,4.0967,4.0679,1.6023,1.591,0.6313,0.6271,0.2715,0.2699,1,1.43753440949018
"807",807,"5.6,4.7,4.3",5.6,4.7,4.3,0.9999,15.7101,6.039,6.0039,2.7005,15.8484,5.0003,4.965,1.9472,13.9694,3.7629,3.7333,1.3434,1.3333,1,1.46367868179306
"808",808,"5.6,4.7,4",5.6,4.7,4,0.9999,15.7101,6.039,6.0039,2.7005,15.8484,5.0003,4.965,1.9472,13.1297,3.5534,3.5255,1.2721,1.2625,1,1.46288005853729
"809",809,"5.6,5,4.9",5.6,5,4.9,1,15.7101,6.039,6.0039,2.7005,16.6887,5.2467,5.2097,2.0413,15.7422,4.2171,4.1837,1.4996,1.4882,1,1.46928429347828
